1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
1	"Diabetes mellitus refers to a group of diseases that affect how your body uses blood sugar (glucose). Glucose is vital to your health because it's an important source of energy for the cells that make up your muscles and tissues. It's also your brain's main source of fuel. The underlying cause of diabetes varies by type. But, no matter what type of diabetes you have, it can lead to excess sugar in your blood. Too much sugar in your blood can lead to serious health problems. Chronic diabetes conditions include type 1 diabetes and type 2 diabetes. Potentially reversible diabetes conditions include prediabetes and gestational diabetes. Prediabetes occurs when your blood sugar levels are higher than normal, but not high enough to be classified as diabetes. And prediabetes is often the precursor of diabetes unless appropriate measures are taken to prevent progression. Gestational diabetes occurs during pregnancy but may resolve after the baby is delivered.
5	High blood pressure (hypertension) is a common condition in which the long-term force of the blood against your artery walls is high enough that it may eventually cause health problems, such as heart disease. Blood pressure is determined both by the amount of blood your heart pumps and the amount of resistance to blood flow in your arteries. The more blood your heart pumps and the narrower your arteries, the higher your blood pressure. A blood pressure reading is given in millimeters of mercury (mm Hg).
3	Asthma is characterized by inflammation of the bronchial tubes with increased production of sticky secretions inside the tubes. People with asthma experience symptoms when the airways tighten, inflame, or fill with mucus.
4	Arthritis means joint inflammation, but the term is used to describe around 200 conditions that affect joints, the tissues that surround the joint, and other connective tissue. It is a rheumatic condition.
2	Polycystic ovarian syndrome (PCOS) is a common condition that affects hormones. It causes irregular menstrual periods, excess hair growth, acne and infertility. Treatment for PCOS depends on if you wish to become pregnant. People with PCOS may be at higher risk for certain health conditions like diabetes and high blood pressure.
